note_id,comment_id,user_id,nickname,content,time,like_count,gender,ip_location,level
68084767000000001c02d965,6809c183000000001f00ff56,643f6680000000002a00bc5b,小红薯643FF8B1,哪有赔偿，你去知乎搜大把毁约的，貌似清华是最多的，北大还厚道点,1970-01-01 08:00:00,2,未知,广东,二级
68084767000000001c02d965,6809c1d00000000012000d55,643288a3000000000d01a12f,IEPO,臣卜木曹[石化R][石化R][石化R],1970-01-01 08:00:00,0,未知,贵州,二级
68084767000000001c02d965,6809c9be000000001e01b2a5,674208260000000001000246,iKe,哪一级的？,1970-01-01 08:00:00,0,未知,广东,二级
68084767000000001c02d965,6809cb30000000001f01904e,618fe930000000001000afe7,Tianxing Chen（陈天行）,20,1970-01-01 08:00:00,0,男性,上海,二级
68084767000000001c02d965,680a929a000000001f00f862,643f6680000000002a00bc5b,小红薯643FF8B1,2019还是2020吧，我记得他是广二的,1970-01-01 08:00:00,0,未知,广东,二级
68084767000000001c02d965,680ae31b000000001f02ba73,607a4aee0000000001001c0a,邻家阿喵,学了多久呀这个零基础[哭惹R]，准备研一商科去试试,1970-01-01 08:00:00,0,未知,云南,二级
68084767000000001c02d965,680b796c000000001f01b829,5f51f8a100000000010093af,发疯小子,毁约很多的，我有个金奖学弟也是毁约了过来的,1970-01-01 08:00:00,0,未知,广东,二级
68084767000000001c02d965,680b7b9300000000120134bb,643288a3000000000d01a12f,IEPO,woc[石化R]第一次听说，开眼了,1970-01-01 08:00:00,0,未知,贵州,二级
68084767000000001c02d965,680cd909000000002001440f,668c064c0000000003033a82,momo,明显是强基元年，一本约，降60分全部没用,1970-01-01 08:00:00,1,未知,四川,二级
68084767000000001c02d965,68115e0f000000001201020e,6482f25c000000001403ea07,义和,研究生打不了ACM吧[笑哭R],1970-01-01 08:00:00,0,未知,上海,二级
68084767000000001c02d965,6811cb83000000001f01a44a,618fe930000000001000afe7,Tianxing Chen（陈天行）,高中毕业五年内，研一可以打,1970-01-01 08:00:00,1,男性,上海,二级
68084767000000001c02d965,68085c55000000001f0083c4,5ed453420000000001002edb,帅而不自知的小帅哥,CF什么段位[笑哭R],1970-01-01 08:00:00,8,男性,美国,一级
68084767000000001c02d965,68085eb2000000001f000b72,618fe930000000001000afe7,Tianxing Chen（陈天行）,2000多，紫,1970-01-01 08:00:00,32,男性,上海,二级
68084767000000001c02d965,68085edf000000001202311b,5ed453420000000001002edb,帅而不自知的小帅哥,nb,1970-01-01 08:00:00,5,男性,美国,二级
68084767000000001c02d965,68086120000000000401fe87,5c5ef3fe0000000018009697,樱岛麻衣,CF，是我想的那个吗[doge],1970-01-01 08:00:00,2,男性,广东,二级
68084767000000001c02d965,6808641b000000001201214b,5ed453420000000001002edb,帅而不自知的小帅哥,Codeforces[笑哭R],1970-01-01 08:00:00,12,男性,美国,二级
68084767000000001c02d965,68087a77000000001f01a755,639bfb8f0000000026007750,飞翔🚀,这么强[皱眉R],1970-01-01 08:00:00,0,男性,安徽,二级
68084767000000001c02d965,68088ebd000000001200977f,63d1631100000000270283ca,木子,@TomatoCat,1970-01-01 08:00:00,1,女性,黑龙江,二级
68084767000000001c02d965,6808aed5000000000400be8e,65182a43000000002402d5e0,一时一世,nb,1970-01-01 08:00:00,2,未知,河南,二级
68084767000000001c02d965,6808f649000000000400989d,60b2465c000000000101cfd4,TomatoCat,好强啊[哭惹R],1970-01-01 08:00:00,0,女性,黑龙江,二级
68084767000000001c02d965,6809c71b000000001f005e74,636b7716000000001f01e11c,开瓶器,[doge][doge][doge][doge]我觉得是cross fire。紫色的是荣耀枪王,1970-01-01 08:00:00,2,男性,广东,二级
68084767000000001c02d965,6808502c0000000013012b65,64c541c4000000000b007625,momo,前辈可以教教怎么acm怎么转行科研嘛[哭惹R],1970-01-01 08:00:00,3,未知,浙江,一级
68084767000000001c02d965,680853b5000000001f019494,618fe930000000001000afe7,Tianxing Chen（陈天行）,ACM有牌子和经历是套比较好科研机会的很大助力，可以多强调自己的coding能力，同时要学一下python还有一些深度学习的基本代码，很多老师还是愿意相信ACM选手的实现与学习能力的,1970-01-01 08:00:00,21,男性,上海,二级
68084767000000001c02d965,680856a90000000004009667,64c541c4000000000b007625,momo,前辈的第一份科研是怎么找的哇，我暑假想去投投实习之类的,1970-01-01 08:00:00,0,未知,浙江,二级
68084767000000001c02d965,68086482000000001f028250,618fe930000000001000afe7,Tianxing Chen（陈天行）,直接发邮件套,1970-01-01 08:00:00,0,男性,上海,二级
68084767000000001c02d965,6809046400000000130105ff,56618d5c82718c55c35a4316,幽鬼玩家4665,比我这种研究生才开始对这些感兴趣的要好多了，现在也就打打力扣，在GPT泛滥之前拿个2500分这样，感觉工作也相当有底气了,1970-01-01 08:00:00,9,男性,上海,一级
68084767000000001c02d965,68090a8a0000000020012d1c,618fe930000000001000afe7,Tianxing Chen（陈天行）,其实力扣刷好也很不错了，感觉铜牌银牌的水平已经是cover了绝大部分的需要的编程习惯和技巧了。所以对于ACM选手也有个小建议，除非非常热爱，否则不要网瘾，差不多就行，现在感觉金牌和银牌在最后结果差距也没那么大（根据我的观察）,1970-01-01 08:00:00,14,男性,上海,二级
68084767000000001c02d965,68090bda000000000401bcbe,56618d5c82718c55c35a4316,幽鬼玩家4665,不是倚老卖老，我比你虚长好几岁，据我观察70～80%的金牌银牌确实没产生什么现实回报上的diff，认识的那几位财富自由的WF选手大部分就算没到WF也不太影响他们的成就。但是只要别那么功利就行，把它当做一个爱好受益终生就足够了。,1970-01-01 08:00:00,2,男性,上海,二级
68084767000000001c02d965,68090c24000000000401caac,56618d5c82718c55c35a4316,幽鬼玩家4665,我现在就算借助GPT，打比赛也一定不会复制粘贴，一定要自己把代码写上去才心满意足,1970-01-01 08:00:00,2,男性,上海,二级
68084767000000001c02d965,680910d7000000001f01a93b,618fe930000000001000afe7,Tianxing Chen（陈天行）,是的，认同，很多时候只是需要门票,1970-01-01 08:00:00,0,男性,上海,二级
68084767000000001c02d965,6808f6e7000000001f02ba04,6294c34e000000002102377c,一颗胡椒酱,邀请金省金区域铜没项目怎么找工作啊[扶墙R]，现在还在实习,1970-01-01 08:00:00,1,男性,广东,一级
68084767000000001c02d965,68090af2000000001f0002ec,618fe930000000001000afe7,Tianxing Chen（陈天行）,实习套实习，一步步往上爬,1970-01-01 08:00:00,1,男性,上海,二级
68084767000000001c02d965,6809aae9000000001f0018fb,6294c34e000000002102377c,一颗胡椒酱,今年毕业[石化R],1970-01-01 08:00:00,0,男性,广东,二级
68084767000000001c02d965,680fc2eb0000000004015cf3,5fcc541d000000000101f837,陆啦陆啦嘞,大佬很想问问算法要从哪里开始学起 对数学能力要求高吗[笑哭R]，现在大二怕以后考研项目比赛都没有[哭惹R],1970-01-01 08:00:00,0,男性,广东,一级
68084767000000001c02d965,68109885000000000401eae9,5e686e9a000000000100aab1,浅若清风,数学好acm其实很吃香🤣,1970-01-01 08:00:00,0,女性,江苏,二级
68084767000000001c02d965,68087fab000000001f002ef9,646b25e50000000010026c0a,wanyi,nb 同ACM银牌 但cf1600 哈哈 丢人了,1970-01-01 08:00:00,2,男性,四川,一级
68084767000000001c02d965,68090b020000000020010a2e,618fe930000000001000afe7,Tianxing Chen（陈天行）,典[doge]，ACM随机性有点太大了,1970-01-01 08:00:00,1,男性,上海,二级
68084767000000001c02d965,680887c2000000001f0097c5,6391f105000000001f01f32d,蒟蒻,我2173也就银牌,1970-01-01 08:00:00,0,男性,上海,二级
68084767000000001c02d965,680faad20000000020011886,667478f1000000000700726f,琦琦飞,天行哥太强了[哭惹R]，本来打算法竞赛都这么厉害了，科研竟然也这么强，膜拜大佬，想学习一下天行哥的学习路线[哭惹R]，我现在才大一，也想打算法竞赛，现在有点挺迷茫的，我还想学机器学习，但是现在更想打acm，我们学校是计算机弱校，科研方面可能有点一般，我想知道天行哥是怎么从算法竞赛过渡到科研的[哭惹R]我都不知道应该什么时候开始学机器学习,1970-01-01 08:00:00,1,未知,陕西,一级
68084767000000001c02d965,68085a2c0000000004015d2f,5f9f13620000000001006cd0,momo,我们小土豆有参加图三那场，水平不到，而且没有固定队员，完全就是陪跑状态,1970-01-01 08:00:00,0,女性,广东,一级
68084767000000001c02d965,6808648e000000001f01a2e3,618fe930000000001000afe7,Tianxing Chen（陈天行）,[睡觉R]小比赛，问题不大,1970-01-01 08:00:00,1,男性,上海,二级
68084767000000001c02d965,6808ae220000000004017e4d,5cb41548000000001002741d,托斜,LLM对oi影响大不，很多年没做题了[笑哭R],1970-01-01 08:00:00,0,未知,广东,一级
68084767000000001c02d965,68090b33000000001f00f22a,618fe930000000001000afe7,Tianxing Chen（陈天行）,大[笑哭R],1970-01-01 08:00:00,0,男性,上海,二级
68084767000000001c02d965,68086bb4000000001f00aeb8,67ab2da3000000000d0097ab,虎皮大橘,大佬你才本科吗？那我小窗里敲好的“哥”算什么（还没敢发送）！！,1970-01-01 08:00:00,1,未知,广东,一级
68084767000000001c02d965,68088b50000000002001676f,618fe930000000001000afe7,Tianxing Chen（陈天行）,[doge],1970-01-01 08:00:00,0,男性,上海,二级
68084767000000001c02d965,6809166d000000000400fecc,5d57e0c0000000000101b085,🍀提醒我去学托福布丁🍮,牛的，省赛金牌现在都有实体了。我已经不记得我省赛后来拿了啥牌了。,1970-01-01 08:00:00,0,男性,澳大利亚,一级
68084767000000001c02d965,680adef6000000001f0194f2,6699e7da000000002401d8a8,George,大一小白想知道怎么拿奖[偷笑R],1970-01-01 08:00:00,2,未知,湖北,一级
68084767000000001c02d965,6808535600000000120002bb,617743ae000000000201c5b8,皮皮马可,恭喜[派对R],1970-01-01 08:00:00,2,男性,上海,一级
68084767000000001c02d965,68085369000000001f00fed1,618fe930000000001000afe7,Tianxing Chen（陈天行）,✌️,1970-01-01 08:00:00,1,男性,上海,二级
68084767000000001c02d965,680869d00000000013012291,60fb87900000000001007caf,不想上班不想上班不想上班,抓到一只皮皮马可 ！ 恭喜博主[飞吻R],1970-01-01 08:00:00,1,未知,北京,二级
68084767000000001c02d965,6810f42e000000001f02ac1f,67247f2c000000001d02e14d,熊老板的奴隶,好棒,1970-01-01 08:00:00,1,女性,吉林,一级
68084767000000001c02d965,68084935000000001f00f88b,5d5b5b6b000000000101924a,Handle Runner,来港大科研之余还能打一年[满月R],1970-01-01 08:00:00,5,未知,中国香港,一级
68084767000000001c02d965,68084afd00000000200162b1,618fe930000000001000afe7,Tianxing Chen（陈天行）,水平不行了[doge]✋,1970-01-01 08:00:00,0,男性,上海,二级
68084767000000001c02d965,6808b864000000001f008406,628518f80000000021020301,Dr_nemmocer,长久持续高专注工作而不会累，怎么做到的？,1970-01-01 08:00:00,2,未知,安徽,一级
68084767000000001c02d965,68090adf000000001f00e015,618fe930000000001000afe7,Tianxing Chen（陈天行）,感觉ACM训练的时候动不动三小时起步，锻炼出来的,1970-01-01 08:00:00,2,男性,上海,二级
68084767000000001c02d965,6808cb9b000000001f02820d,5acd6fb8e8ac2b0756374111,Dyb,好厉害啊，我们学校应该很久没有final银了吧,1970-01-01 08:00:00,1,男性,上海,一级
68084767000000001c02d965,68089dcf000000001e03e286,5bdb1f603c4a68000159ca1c,裳裳者华,刷到群友了，怎么群友又会科研又会打a的[哭惹R],1970-01-01 08:00:00,6,男性,江苏,一级
68084767000000001c02d965,68090b0e000000001f029430,618fe930000000001000afe7,Tianxing Chen（陈天行）,还会打王者喵,1970-01-01 08:00:00,1,男性,上海,二级
68084767000000001c02d965,680b5bcb000000000401f7ad,61a215670000000010008136,Opilsty(憨批）,怎么做到ACM 绩点 科研3合一的,1970-01-01 08:00:00,3,男性,广东,一级
68084767000000001c02d965,6809edf50000000020016f6b,5d255ca20000000011020a8f,onlyyy,这都能刷到计软学长[哇R],1970-01-01 08:00:00,0,男性,广东,一级
68084767000000001c02d965,6808b1520000000012000767,62dfce7e000000001f01549b,WoeZ.Mar.10,可以帮我做迈特莱博的课设吗 掏钱 [哭惹R],1970-01-01 08:00:00,0,男性,内蒙古,一级
68084767000000001c02d965,68088a000000000013011e46,5bc73fb946aabd00014913fa,虚竹,参加world final了吗,1970-01-01 08:00:00,0,男性,浙江,一级
68084767000000001c02d965,68090b2c00000000200113e7,618fe930000000001000afe7,Tianxing Chen（陈天行）,那没那么厉害，打了国内的final,1970-01-01 08:00:00,0,男性,上海,二级
68084767000000001c02d965,6809ad0b000000000400f386,61d1c31800000000100081bc,叶绿素,强,1970-01-01 08:00:00,0,男性,天津,一级
68084767000000001c02d965,68090c8200000000120209ba,60bd8c120000000001008f7a,晴柠,牛逼,1970-01-01 08:00:00,0,男性,安徽,一级
68084767000000001c02d965,6809d180000000001f00ecda,65952d3e0000000022015a11,momo（研1版）,cf1800向大佬致敬[哭惹R],1970-01-01 08:00:00,0,未知,中国香港,一级
68084767000000001c02d965,680861b10000000020011806,64c1b20b0000000014036d44,小红薯64C2D83F,大佬才是本科么[哭惹R],1970-01-01 08:00:00,0,未知,上海,一级
68084767000000001c02d965,680864760000000020016a44,618fe930000000001000afe7,Tianxing Chen（陈天行）,[睡觉R],1970-01-01 08:00:00,2,男性,上海,二级
68084767000000001c02d965,6808ae98000000001200a18c,616c3f3b000000000201cc8f,Harol,厉害👍,1970-01-01 08:00:00,0,男性,广东,一级
68084767000000001c02d965,6808fec500000000200140ac,606e83900000000001009646,晚安 神秘河💤,刷到大佬[萌萌哒R],1970-01-01 08:00:00,0,男性,广东,一级
68084767000000001c02d965,680acd20000000001f002cb5,62447d460000000021027f49,玩摄影的AI算法攻城狮,怎么才能像up一样优秀[赞R][赞R],1970-01-01 08:00:00,0,女性,广东,一级
68084767000000001c02d965,680a681a000000000401c665,5daacba60000000001000e05,Richard,厉害,1970-01-01 08:00:00,0,男性,广东,一级
68084767000000001c02d965,6808d87d000000001f00e8f9,57584f1f82ec390dd41587fe,金子默默,为六年级网虫儿子关注[微笑R]，十年后我儿就能奔向你啦[doge][doge][doge],1970-01-01 08:00:00,0,未知,河北,一级
68084767000000001c02d965,680891b10000000012001e2e,61b36fe0000000001000bb9a,Kingsman,博主nb可以加个v嘛[喝奶茶R],1970-01-01 08:00:00,3,男性,广东,一级
68084767000000001c02d965,6808c7b600000000120215ec,667c24b30000000003030c37,真是奇怪le,我们铁一中学的学长，厉害哇[赞R],1970-01-01 08:00:00,1,未知,广东,一级
68084767000000001c02d965,68087bbb000000001f00f24c,5bec1b5310acd80001b2364f,nnonno,加油，退役之后，除了acm还有更多的事情可以做,1970-01-01 08:00:00,0,女性,上海,一级
68084767000000001c02d965,68088277000000002001553d,618fe930000000001000afe7,Tianxing Chen（陈天行）,哈哈哈哈其实很早就没训练去做科研了,1970-01-01 08:00:00,0,男性,上海,二级
68084767000000001c02d965,68090924000000001200a1ad,624504f7000000002102ac50,问就是分和离,刷到大佬[点赞R][点赞R][点赞R],1970-01-01 08:00:00,0,男性,广东,一级
68084767000000001c02d965,6808932500000000120113be,666bae7a0000000003033cb0,Neflibata,学长可以加个微信吗[派对R],1970-01-01 08:00:00,0,未知,湖北,一级
68084767000000001c02d965,68090b1500000000200147ec,618fe930000000001000afe7,Tianxing Chen（陈天行）,来,1970-01-01 08:00:00,0,男性,上海,二级
68084767000000001c02d965,680b1773000000000401c45f,60e2cb7b0000000001003d79,Starlit Sky,这么厉害[石化R],1970-01-01 08:00:00,0,男性,山东,一级
68084767000000001c02d965,6808f649000000001e03d258,5d9f1d8a0000000001003d93,十月不熬夜,牛,1970-01-01 08:00:00,1,男性,江苏,一级
68084767000000001c02d965,680c8291000000001f01aded,56cfbee5cb35fb048ab0e3ee,榓觅,棒[点赞R],1970-01-01 08:00:00,0,未知,广东,一级
68084767000000001c02d965,6808905b0000000012010cd4,62b13c72000000001b02b167,花里胡哨怎么你了,佬，膜膜膜,1970-01-01 08:00:00,0,女性,上海,一级
68084767000000001c02d965,680888f00000000012008d47,65293911000000002a028b2b,天空之境,牛🐮,1970-01-01 08:00:00,0,未知,北京,一级
68084767000000001c02d965,68088785000000000401b0e8,63aa52c00000000026011f3e,Jason,学弟 牛逼,1970-01-01 08:00:00,0,男性,广东,一级
68084767000000001c02d965,6808858a000000000401ea36,631c5a4e000000002303d716,我在人间捡故事,牛,1970-01-01 08:00:00,0,未知,浙江,一级
68084767000000001c02d965,68088462000000001f00e484,618d15a200000000020214f8,黄色包装薯片,唉世界上优秀的人太多了[笑哭R],1970-01-01 08:00:00,0,男性,福建,一级
68084767000000001c02d965,680878d6000000001200a68b,5654241262a60c4dffa2006b,HaKu,大佬！,1970-01-01 08:00:00,0,男性,上海,一级
68084767000000001c02d965,68084d520000000004009552,6487409900000000110019bf,12345678,太强了txgg,1970-01-01 08:00:00,0,男性,广东,一级
68084767000000001c02d965,68084ae50000000004018fe2,66ffa47f000000001d02365b,slwang,佬tql,1970-01-01 08:00:00,0,未知,浙江,一级
68084767000000001c02d965,68086cf0000000001f003979,63c25e490000000027037c8e,魄魄,毕业给华为14级打工仔，老老实实干活,1970-01-01 08:00:00,5,未知,广东,一级
68084767000000001c02d965,68086d29000000001f01a6dc,618fe930000000001000afe7,Tianxing Chen（陈天行）,没听懂,1970-01-01 08:00:00,2,男性,上海,二级
68084767000000001c02d965,68088fb2000000001f00121b,62bdcd46000000001b026b56,snow,😅,1970-01-01 08:00:00,3,男性,北京,二级
68084767000000001c02d965,6808adde00000000130139ec,6666f5b90000000007005566,CB37,一条轻蔑的评论罢了，不要在意它[doge],1970-01-01 08:00:00,12,未知,四川,二级
68084767000000001c02d965,6808d374000000001f01b578,63c25e490000000027037c8e,魄魄,管你什么牌什么牌，毕业老老实实在小工位打工仔,1970-01-01 08:00:00,1,未知,广东,二级
68084767000000001c02d965,6808d9e6000000001f02ae43,618fe930000000001000afe7,Tianxing Chen（陈天行）,我还要4年毕业，延毕了[笑哭R],1970-01-01 08:00:00,3,男性,上海,二级
68084767000000001c02d965,6808e726000000001f00f081,5d6ca42d0000000001007c2a,Psdup,感觉你已经…好像都不会组织语言了，直接简单粗暴的说话[笑哭R],1970-01-01 08:00:00,4,男性,广东,二级
68084767000000001c02d965,6808e76f000000001f00aec4,643107b60000000012012aea,小红薯6431E0C2,你看了这大佬简介吗，直博出来绝对华子17级起，拿天少也不是不可能,1970-01-01 08:00:00,0,未知,浙江,二级
68084767000000001c02d965,6809006d000000000400ab6f,62f4e2bd00000000150143d8,lonely island,那你也太小看了，14级是我们这种读研究生天天摆烂的人拿的，而不是这种大佬,1970-01-01 08:00:00,0,男性,江苏,二级
68084767000000001c02d965,680904da0000000004014045,60d48f170000000020029e58,Que Sera Sera,那你又是？,1970-01-01 08:00:00,0,男性,安徽,二级
68084767000000001c02d965,6809086a000000001200ae65,6553543a000000000200fddf,蘑菇力,确实管他什么牌子，像您这样的华五本硕大佬最后还得去教少儿编程，瞬间不想努力了[doge][doge][doge][doge][doge],1970-01-01 08:00:00,0,未知,广东,二级
68084767000000001c02d965,680908cb000000002001458e,63c25e490000000027037c8e,魄魄,是你又不是我，自己菜,1970-01-01 08:00:00,0,未知,广东,二级
68084767000000001c02d965,680908f40000000020010836,63c25e490000000027037c8e,魄魄,教编程是自己当老板，进厂是打工仔被叼,1970-01-01 08:00:00,0,未知,广东,二级
68084767000000001c02d965,68090bde0000000004008c7f,62f4e2bd00000000150143d8,lonely island,人要学会服死，你华五本，起点高，但你百分百混的不会有这位深大的大佬好[笑哭R]我的学校也比深大好很多，但是我会服死 而不是嘴硬[笑哭R],1970-01-01 08:00:00,1,男性,江苏,二级
68084767000000001c02d965,68090b2d0000000013013a28,62f4e2bd00000000150143d8,lonely island,[笑哭R]你去看看这位佬的主页就是了，可能你的认知就是华为14级,1970-01-01 08:00:00,0,男性,江苏,二级
68084767000000001c02d965,68090c5e000000001f00187f,63c25e490000000027037c8e,魄魄,。。。你的理解能力差点意思，14级只是一个打工仔的象征。你说不过也诅咒，难道你素质也跟别人一样吗？,1970-01-01 08:00:00,1,未知,广东,二级
68084767000000001c02d965,68090ce3000000000400cb81,62f4e2bd00000000150143d8,lonely island,少扣帽子了，你不觉得14级是在侮辱别人吗[doge]反倒给我扣上了素质低的标签。我们学校的土博都是随便70个起，人家港大MMLab直博你来一句华为14,1970-01-01 08:00:00,3,男性,江苏,二级
68084767000000001c02d965,68090d400000000020010b3f,63c25e490000000027037c8e,魄魄,唉你真的，老老实实看你的破论文自慰打工去，折腾一辈子当个项目部小主任都是光宗耀祖,1970-01-01 08:00:00,0,未知,广东,二级
68084767000000001c02d965,68090d90000000001f0086f0,6553543a000000000200fddf,蘑菇力,华五本硕去教少儿编程的就不用跟他吵了[doge]即使是真的估计也是摆烂了几年，同时我也对他华五本硕的真实性存疑,1970-01-01 08:00:00,1,未知,广东,二级
68084767000000001c02d965,68090f2d000000000401f946,62f4e2bd00000000150143d8,lonely island,我顺从你了，因为你都教幼儿编程了,1970-01-01 08:00:00,0,男性,江苏,二级
68084767000000001c02d965,68090f5e0000000013010de9,62f4e2bd00000000150143d8,lonely island,[笑哭R]网上面子都是自己给的，让他教去吧,1970-01-01 08:00:00,0,男性,江苏,二级
68084767000000001c02d965,68090fd0000000000400e033,62f4e2bd00000000150143d8,lonely island,还当老板真招笑，一二线少儿编程根本搞不过那些大点的机构，三线根本没孩子学编程[笑哭R]实则屁前景没有，因为我真有亲戚搞过这个,1970-01-01 08:00:00,2,男性,江苏,二级
68084767000000001c02d965,68090fdf0000000020010939,63c25e490000000027037c8e,魄魄,不如忍着，你这认知也想不出什么话来反驳，自己装清高精神胜利去,1970-01-01 08:00:00,0,未知,广东,二级
68084767000000001c02d965,6809149f000000001f00f4a0,618fe930000000001000afe7,Tianxing Chen（陈天行）,[doge]见识一下物种多样性（褒义）,1970-01-01 08:00:00,0,男性,上海,二级
68084767000000001c02d965,68091c89000000001f003227,62bdcd46000000001b026b56,snow,快进到幼儿编程被其他机构顶的不行，失业发现没饭吃，当你的老板多好啊[飞吻R],1970-01-01 08:00:00,0,男性,北京,二级
68084767000000001c02d965,68091cd2000000001f00cc05,62bdcd46000000001b026b56,snow,教幼儿编程啊，拿过acm牌子吗 cf多少分啊,1970-01-01 08:00:00,0,男性,北京,二级
68084767000000001c02d965,68099f29000000001f002bf4,63c25e490000000027037c8e,魄魄,不服忍着你啥都干不了，只能隔着屏幕生气捏，诅咒只能是到你自己头上,1970-01-01 08:00:00,0,未知,广东,二级
68084767000000001c02d965,6808b68e000000001f01a3f3,66022aea000000000600c584,momo,进入社会，谁还老是提自己ACM？两千万程序员，我认识几百个程序员里面有几十个ACMer，没人老是把过去东西放嘴边,1970-01-01 08:00:00,0,未知,陕西,一级
68084767000000001c02d965,6808b6fc00000000200176b1,618fe930000000001000afe7,Tianxing Chen（陈天行）,怎么定义“老”🤓,1970-01-01 08:00:00,0,男性,上海,二级
68084767000000001c02d965,6808d117000000000401c819,66c453a4000000001b03b0ef,喵喵,职业生涯范围内多少能受益吧。尤其是大厂和外企，算法基本必考了，acm选手基本不用花时间准备这个。,1970-01-01 08:00:00,0,男性,安徽,二级
68084767000000001c02d965,6808ad7200000000120223b6,67638fb0000000001900982b,小红薯676412AF,这个名字听着我就觉得是oi佬[害羞R],1970-01-01 08:00:00,0,男性,浙江,一级
68084767000000001c02d965,68090b3d00000000200117ee,618fe930000000001000afe7,Tianxing Chen（陈天行）,[doge],1970-01-01 08:00:00,0,男性,上海,二级
